"Date","Primary_Bird","Video_Num","Subject","Behavior","Modifiers","Vid_occurrences","Vid_duration","Vid_visible","Day_visible","Day_occurrences","Day_duration","Rate_per_min_vid","Rate_per_min_day","Percent_time_visible_vid","Percent_time_visible_day"
2025-06-10,"C","4","Other crow #1","Preen","Auto-|None",1,13.32,1310.757,2006.035,1,13.32,NA,NA,1.01620666530867,0.663996390890488
2025-06-10,"C","4","Other crow #1","Alert","",23,134.397,1310.757,2006.035,28,165.597,NA,NA,10.2533879277395,8.2549407163883
2025-06-10,"C","4","Other crow #1","Feed","Auto-|Unknown|None",17,NA,1310.757,2006.035,28,NA,0.778176275236371,0.837472925447462,NA,NA
2025-06-10,"C","4","Other crow #1","Feed","Auto-|Unsuccessful|None",8,NA,1310.757,2006.035,8,NA,0.366200600111233,0.239277978699275,NA,NA
2025-06-10,"C","4","Other crow #1","Feed","Auto-|Successful|None",18,NA,1310.757,2006.035,31,NA,0.823951350250275,0.92720216745969,NA,NA
2025-06-10,"C","4","Other crow #1","Feed","Allo-|Successful|Broken beak",3,NA,1310.757,2006.035,6,NA,0.137325225041713,0.179458484024456,NA,NA
2025-06-10,"C","4","Other crow #1","Feed","Allo-|Unknown|Broken beak",1,NA,1310.757,2006.035,1,NA,0.0457750750139042,0.0299097473374094,NA,NA
2025-06-10,"C","4","Other crow #1","Foraging","",44,1138.88,1310.757,2006.035,78,1611.199,NA,NA,86.8871957197253,80.3175916671444
2025-07-10,"BB","1","No focal subject","Unclear video","",22,120.202,NA,NA,23,124.482,NA,NA,NA,NA
2025-07-10,"BB","1","Broken beak","Preen","Auto-|None",20,245.32,646.08,691.56,20,245.32,NA,NA,37.9705299653294,35.473422407311
2025-07-10,"BB","1","Broken beak","Foraging","",1,37.08,646.08,691.56,2,82.56,NA,NA,5.73922734026746,11.9382266180809
2025-07-10,"BB","1","Broken beak","Resting","",13,363.68,646.08,691.56,13,363.68,NA,NA,56.2902426944032,52.5883509746081
2025-07-10,"BB","1","Broken beak","Open mouth","",1,NA,646.08,691.56,1,NA,0.0928677563150074,0.0867603678639598,NA,NA
2025-07-10,"BB","2","No focal subject","Close proximity","Mutual|Mutual",1,47.48,NA,NA,1,47.48,NA,NA,NA,NA
2025-07-10,"BB","2","No focal subject","Unclear video","",1,4.28,NA,NA,23,124.482,NA,NA,NA,NA
2025-07-10,"BB","2","Broken beak","Feed","Auto-|Unknown|None",1,NA,45.48,691.56,1,NA,1.31926121372032,0.0867603678639598,NA,NA
2025-07-10,"BB","2","Broken beak","Foraging","",1,45.48,45.48,691.56,2,82.56,NA,NA,100,11.9382266180809
2025-07-10,"BB","2","Other crow #1","Feed","Auto-|Unknown|None",1,NA,47.48,47.48,1,NA,1.2636899747262,1.2636899747262,NA,NA
2025-07-10,"BB","2","Other crow #1","Foraging","",1,47.48,47.48,47.48,1,47.48,NA,NA,100,100
2025-07-10,"BB","2","Other crow #2","Feed","Auto-|Unknown|None",1,NA,25.8,25.8,1,NA,2.32558139534884,2.32558139534884,NA,NA
2025-07-10,"BB","2","Other crow #2","Foraging","",1,25.8,25.8,25.8,1,25.8,NA,NA,100,100
2025-09-10,"BB","1","No focal subject","Unclear video","",8,37,NA,NA,10,53.715,NA,NA,NA,NA
2025-09-10,"BB","1","Broken beak","Feed","Auto-|Unknown|None",10,NA,204.799,452.759,14,NA,2.9297018051846,1.85529166731087,NA,NA
2025-09-10,"BB","1","Broken beak","Feed","Auto-|Successful|None",3,NA,204.799,452.759,4,NA,0.878910541555379,0.53008333351739,NA,NA
2025-09-10,"BB","1","Broken beak","Foraging","",7,204.799,204.799,452.759,9,443.559,NA,NA,100,97.9680138881833
2025-09-10,"BB","2","No focal subject","Within 5m","Mutual|Mutual",1,78.56,NA,NA,2,204.96,NA,NA,NA,NA
2025-09-10,"BB","2","No focal subject","Within 5m","Other crow #1|Broken beak",1,17.64,NA,NA,1,17.64,NA,NA,NA,NA
2025-09-10,"BB","2","No focal subject","Unclear video","",1,9.88,NA,NA,10,53.715,NA,NA,NA,NA
2025-09-10,"BB","2","Broken beak","Brief flight","",1,2.72,150.16,452.759,1,2.72,NA,NA,1.81140117208311,0.600761111319709
2025-09-10,"BB","2","Broken beak","Alert","",1,6.48,150.16,452.759,1,6.48,NA,NA,4.31539690996271,1.43122500049695
2025-09-10,"BB","2","Broken beak","Feed","Auto-|Unknown|None",4,NA,150.16,452.759,14,NA,1.59829515183804,1.85529166731087,NA,NA
2025-09-10,"BB","2","Broken beak","Feed","Auto-|Successful|None",1,NA,150.16,452.759,4,NA,0.39957378795951,0.53008333351739,NA,NA
2025-09-10,"BB","2","Broken beak","Feed","Auto-|Unsuccessful|None",1,NA,150.16,452.759,1,NA,0.39957378795951,0.132520833379348,NA,NA
2025-09-10,"BB","2","Broken beak","Foraging","",1,140.96,150.16,452.759,9,443.559,NA,NA,93.8732019179542,97.9680138881833
2025-09-10,"BB","2","Other crow #1","Preen","Auto-|None",1,3.48,110.72,307.52,1,3.48,NA,NA,3.14306358381503,1.13163371488033
2025-09-10,"BB","2","Other crow #1","Alert","",1,2.52,110.72,307.52,1,2.52,NA,NA,2.27601156069364,0.81945889698231
2025-09-10,"BB","2","Other crow #1","Foraging","",3,104.72,110.72,307.52,10,301.52,NA,NA,94.5809248554913,98.0489073881374
2025-09-10,"C","1","No focal subject","Close proximity","Other crow #2|Broken beak",1,97.8,NA,NA,1,97.8,NA,NA,NA,NA
2025-09-10,"C","1","No focal subject","Within 5m","Mutual|Mutual",1,126.4,NA,NA,2,204.96,NA,NA,NA,NA
2025-09-10,"C","1","No focal subject","Unclear video","",1,6.835,NA,NA,10,53.715,NA,NA,NA,NA
2025-09-10,"C","1","Broken beak","Foraging","",1,97.8,97.8,452.759,9,443.559,NA,NA,100,97.9680138881833
2025-09-10,"C","1","Other crow #1","Feed","Auto-|Unknown|None",3,NA,196.8,307.52,3,NA,0.914634146341463,0.585327783558793,NA,NA
2025-09-10,"C","1","Other crow #1","Foraging","",7,196.8,196.8,307.52,10,301.52,NA,NA,100,98.0489073881374
2025-09-10,"C","1","Other crow #2","Preen","Auto-|None",1,6.08,254.88,254.88,1,6.08,NA,NA,2.38543628374137,2.38543628374137
2025-09-10,"C","1","Other crow #2","Alert","",1,18.6,254.88,254.88,1,18.6,NA,NA,7.29755178907721,7.29755178907721
2025-09-10,"C","1","Other crow #2","Feed","Auto-|Successful|None",2,NA,254.88,254.88,2,NA,0.470809792843691,0.470809792843691,NA,NA
2025-09-10,"C","1","Other crow #2","Feed","Auto-|Unknown|None",11,NA,254.88,254.88,11,NA,2.5894538606403,2.5894538606403,NA,NA
2025-09-10,"C","1","Other crow #2","Foraging","",3,230.2,254.88,254.88,3,230.2,NA,NA,90.3170119271814,90.3170119271814
2025-07-11,"C","1","No focal subject","Close proximity","Other crow #1|Other crow #2",1,61.64,NA,NA,1,61.64,NA,NA,NA,NA
2025-07-11,"C","1","No focal subject","Unclear video","",8,17.28,NA,NA,8,17.28,NA,NA,NA,NA
2025-07-11,"C","1","Other crow #1","Preen","Auto-|None",3,26,1015.637,1015.637,3,26,NA,NA,2.55996975297276,2.55996975297276
2025-07-11,"C","1","Other crow #1","Alert","",4,22.28,1015.637,1015.637,4,22.28,NA,NA,2.19369715754743,2.19369715754743
2025-07-11,"C","1","Other crow #1","Feed","Auto-|Unknown|None",5,NA,1015.637,1015.637,5,NA,0.295381125343011,0.295381125343011,NA,NA
2025-07-11,"C","1","Other crow #1","Feed","Auto-|Successful|None",4,NA,1015.637,1015.637,4,NA,0.236304900274409,0.236304900274409,NA,NA
2025-07-11,"C","1","Other crow #1","Foraging","",15,360.839,1015.637,1015.637,15,360.839,NA,NA,35.5283432958823,35.5283432958823
2025-07-11,"C","1","Other crow #1","Resting","",10,606.518,1015.637,1015.637,10,606.518,NA,NA,59.7179897935975,59.7179897935975
2025-07-11,"C","1","Other crow #2","Feed","Auto-|Unknown|None",1,NA,61.24,61.24,1,NA,0.979751796211626,0.979751796211626,NA,NA
2025-07-11,"C","1","Other crow #2","Feed","Auto-|Successful|None",3,NA,61.24,61.24,3,NA,2.93925538863488,2.93925538863488,NA,NA
2025-07-11,"C","1","Other crow #2","Foraging","",1,61.24,61.24,61.24,1,61.24,NA,NA,100,100
2025-08-12,"C","1","No focal subject","Within 5m","Other crow #1|Other crow #2",1,598.4,NA,NA,1,598.4,NA,NA,NA,NA
2025-08-12,"C","1","No focal subject","Unclear video","",20,103.72,NA,NA,30,157.329,NA,NA,NA,NA
2025-08-12,"C","1","Other crow #1","Preen","Auto-|None",14,274.48,2662.353,3394.31,17,292.08,NA,NA,10.309677191567,8.60498893736871
2025-08-12,"C","1","Other crow #1","Alert","",21,149.598,2662.353,3394.31,31,187.676,NA,NA,5.61901445826305,5.52913552386199
2025-08-12,"C","1","Other crow #1","Feed","Auto-|Unknown|None",5,NA,2662.353,3394.31,15,NA,0.112682277669415,0.265149618037245,NA,NA
2025-08-12,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",3,NA,2662.353,3394.31,6,NA,0.067609366601649,0.106059847214898,NA,NA
2025-08-12,"C","1","Other crow #1","Feed","Auto-|Successful|None",4,NA,2662.353,3394.31,13,NA,0.090145822135532,0.229796335632279,NA,NA
2025-08-12,"C","1","Other crow #1","Foraging","",34,312.518,2662.353,3394.31,57,765.917,NA,NA,11.7384133508967,22.5647333331369
2025-08-12,"C","1","Other crow #1","Resting","",19,1925.757,2662.353,3394.31,25,2148.637,NA,NA,72.3328949992732,63.3011422056324
2025-08-12,"C","1","Other crow #1","Wing flutter","",5,NA,2662.353,3394.31,7,NA,0.112682277669415,0.123736488417381,NA,NA
2025-08-12,"C","1","Other crow #1","Open mouth","",2,NA,2662.353,3394.31,2,NA,0.045072911067766,0.035353282404966,NA,NA
2025-08-12,"C","1","Other crow #2","Preen","Auto-|None",1,8.96,690.759,845.797,2,14.84,NA,NA,1.29712388836048,1.75455812683185
2025-08-12,"C","1","Other crow #2","Alert","",9,96.76,690.759,845.797,9,96.76,NA,NA,14.0077798479643,11.4400973283187
2025-08-12,"C","1","Other crow #2","Feed","Auto-|Unknown|None",32,NA,690.759,845.797,37,NA,2.7795511893439,2.62474328946544,NA,NA
2025-08-12,"C","1","Other crow #2","Feed","Auto-|Successful|None",6,NA,690.759,845.797,12,NA,0.52116584800198,0.851268093880683,NA,NA
2025-08-12,"C","1","Other crow #2","Feed","Auto-|Unsuccessful|None",2,NA,690.759,845.797,2,NA,0.173721949333993,0.14187801564678,NA,NA
2025-08-12,"C","1","Other crow #2","Foraging","",17,403.559,690.759,845.797,24,531.317,NA,NA,58.4225467927309,62.8185013661671
2025-08-12,"C","1","Other crow #2","Resting","",7,181.48,690.759,845.797,8,202.88,NA,NA,26.2725494709443,23.9868431786824
2025-08-12,"C","2","No focal subject","Within 5m","Mutual|Mutual",1,159.8,NA,NA,1,159.8,NA,NA,NA,NA
2025-08-12,"C","2","No focal subject","Unclear video","",10,53.609,NA,NA,30,157.329,NA,NA,NA,NA
2025-08-12,"C","2","Broken beak","Foraging","",2,19.52,19.52,19.52,2,19.52,NA,NA,100,100
2025-08-12,"C","2","Other crow #1","Preen","Auto-|None",3,17.6,731.957,3394.31,17,292.08,NA,NA,2.40451283340415,8.60498893736871
2025-08-12,"C","2","Other crow #1","Alert","",10,38.078,731.957,3394.31,31,187.676,NA,NA,5.20221816308882,5.52913552386199
2025-08-12,"C","2","Other crow #1","Feed","Auto-|Successful|None",9,NA,731.957,3394.31,13,NA,0.737748255703546,0.229796335632279,NA,NA
2025-08-12,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",3,NA,731.957,3394.31,6,NA,0.245916085234515,0.106059847214898,NA,NA
2025-08-12,"C","2","Other crow #1","Feed","Auto-|Unknown|None",10,NA,731.957,3394.31,15,NA,0.81972028411505,0.265149618037245,NA,NA
2025-08-12,"C","2","Other crow #1","Foraging","",23,453.399,731.957,3394.31,57,765.917,NA,NA,61.94339284958,22.5647333331369
2025-08-12,"C","2","Other crow #1","Resting","",6,222.88,731.957,3394.31,25,2148.637,NA,NA,30.4498761539271,63.3011422056324
2025-08-12,"C","2","Other crow #1","Wing flutter","",2,NA,731.957,3394.31,7,NA,0.16394405682301,0.123736488417381,NA,NA
2025-08-12,"C","2","Other crow #2","Preen","Auto-|None",1,5.88,155.038,845.797,2,14.84,NA,NA,3.79261858383106,1.75455812683185
2025-08-12,"C","2","Other crow #2","Feed","Auto-|Unknown|None",5,NA,155.038,845.797,37,NA,1.93500948154646,2.62474328946544,NA,NA
2025-08-12,"C","2","Other crow #2","Feed","Auto-|Successful|None",6,NA,155.038,845.797,12,NA,2.32201137785575,0.851268093880683,NA,NA
2025-08-12,"C","2","Other crow #2","Foraging","",7,127.758,155.038,845.797,24,531.317,NA,NA,82.4043137811375,62.8185013661671
2025-08-12,"C","2","Other crow #2","Resting","",1,21.4,155.038,845.797,8,202.88,NA,NA,13.8030676350314,23.9868431786824
2025-06-13,"BB","1","No focal subject","Close proximity","Mutual|Mutual",1,62.8,NA,NA,8,518.557,NA,NA,NA,NA
2025-06-13,"BB","1","Broken beak","Preen","Auto-|None",1,59.56,59.56,1474.52,7,222.24,NA,NA,100,15.0720234381358
2025-06-13,"BB","1","Other crow #1","Preen","Auto-|None",1,2.12,58.2,730.22,2,8.36,NA,NA,3.6426116838488,1.14486045301416
2025-06-13,"BB","1","Other crow #1","Alert","",1,3.56,58.2,730.22,1,3.56,NA,NA,6.11683848797251,0.487524307742872
2025-06-13,"BB","1","Other crow #1","Resting","",1,52.52,58.2,730.22,4,228.92,NA,NA,90.2405498281787,31.3494563282299
2025-06-13,"BB","2","No focal subject","Close proximity","Mutual|Mutual",1,128.64,NA,NA,8,518.557,NA,NA,NA,NA
2025-06-13,"BB","2","Broken beak","Preen","Auto-|None",2,118.4,139.2,1474.52,7,222.24,NA,NA,85.0574712643678,15.0720234381358
2025-06-13,"BB","2","Broken beak","Alert","",2,20.8,139.2,1474.52,4,34.08,NA,NA,14.9425287356322,2.31126061362342
2025-06-13,"BB","2","Other crow #1","Resting","",1,128.12,128.12,730.22,4,228.92,NA,NA,100,31.3494563282299
2025-06-13,"BB","3","No focal subject","Close proximity","Mutual|Mutual",4,298.438,NA,NA,8,518.557,NA,NA,NA,NA
2025-06-13,"BB","3","No focal subject","Close proximity","Broken beak|Other crow #1",1,88.119,NA,NA,1,88.119,NA,NA,NA,NA
2025-06-13,"BB","3","No focal subject","Close proximity","Other crow #1|Broken beak",1,96.039,NA,NA,1,96.039,NA,NA,NA,NA
2025-06-13,"BB","3","No focal subject","Unclear video","",14,86.12,NA,NA,24,236.339,NA,NA,NA,NA
2025-06-13,"BB","3","Broken beak","Preen","Auto-|None",4,44.28,1216.84,1474.52,7,222.24,NA,NA,3.63893363137306,15.0720234381358
2025-06-13,"BB","3","Broken beak","Alert","",2,13.28,1216.84,1474.52,4,34.08,NA,NA,1.09135136912002,2.31126061362342
2025-06-13,"BB","3","Broken beak","Feed","Auto-|Unknown|None",97,NA,1216.84,1474.52,101,NA,4.78288024719766,4.1098120066191,NA,NA
2025-06-13,"BB","3","Broken beak","Feed","Auto-|Unsuccessful|None",83,NA,1216.84,1474.52,83,NA,4.09256763420006,3.3773702628652,NA,NA
2025-06-13,"BB","3","Broken beak","Feed","Auto-|Successful|None",18,NA,1216.84,1474.52,20,NA,0.887544788139772,0.813824159726555,NA,NA
2025-06-13,"BB","3","Broken beak","Feed","Auto-|Unknown|None",1,NA,1216.84,1474.52,101,NA,0.0493080437855429,4.1098120066191,NA,NA
2025-06-13,"BB","3","Broken beak","Foraging","",18,1077.08,1216.84,1474.52,22,1100.8,NA,NA,88.5145130008875,74.654802918916
2025-06-13,"BB","3","Broken beak","Resting","",2,82.2,1216.84,1474.52,2,82.2,NA,NA,6.75520199861938,5.5746954941269
2025-06-13,"BB","3","Other crow #1","Preen","Auto-|None",1,6.24,431.72,730.22,2,8.36,NA,NA,1.44538126563513,1.14486045301416
2025-06-13,"BB","3","Other crow #1","Feed","Auto-|Unknown|None",6,NA,431.72,730.22,7,NA,0.833873807097193,0.575169127112377,NA,NA
2025-06-13,"BB","3","Other crow #1","Feed","Auto-|Successful|None",9,NA,431.72,730.22,11,NA,1.25081071064579,0.903837199748021,NA,NA
2025-06-13,"BB","3","Other crow #1","Foraging","",13,377.2,431.72,730.22,17,454.18,NA,NA,87.3714444547392,62.1976938456903
2025-06-13,"BB","3","Other crow #1","Resting","",2,48.28,431.72,730.22,4,228.92,NA,NA,11.1831742796257,31.3494563282299
2025-06-13,"BB","4","No focal subject","Close proximity","Mutual|Mutual",1,19.679,NA,NA,8,518.557,NA,NA,NA,NA
2025-06-13,"BB","4","No focal subject","Unclear video","",5,57.2,NA,NA,24,236.339,NA,NA,NA,NA
2025-06-13,"BB","4","Broken beak","Feed","Auto-|Successful|None",2,NA,23.72,1474.52,20,NA,5.05902192242833,0.813824159726555,NA,NA
2025-06-13,"BB","4","Broken beak","Feed","Auto-|Unknown|None",3,NA,23.72,1474.52,101,NA,7.5885328836425,4.1098120066191,NA,NA
2025-06-13,"BB","4","Broken beak","Foraging","",4,23.72,23.72,1474.52,22,1100.8,NA,NA,100,74.654802918916
2025-06-13,"BB","4","Other crow #1","Feed","Auto-|Successful|None",2,NA,22.32,730.22,11,NA,5.37634408602151,0.903837199748021,NA,NA
2025-06-13,"BB","4","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,22.32,730.22,1,NA,2.68817204301075,0.082167018158911,NA,NA
2025-06-13,"BB","4","Other crow #1","Feed","Auto-|Unknown|None",1,NA,22.32,730.22,7,NA,2.68817204301075,0.575169127112377,NA,NA
2025-06-13,"BB","4","Other crow #1","Foraging","",2,22.32,22.32,730.22,17,454.18,NA,NA,100,62.1976938456903
2025-06-13,"BB","5","No focal subject","Close proximity","None|None",1,21.8,NA,NA,1,21.8,NA,NA,NA,NA
2025-06-13,"BB","5","No focal subject","Begging session","Broken beak,Other crow #1",1,26.2,NA,NA,2,35.2,NA,NA,NA,NA
2025-06-13,"BB","5","No focal subject","Unclear video","",2,33.2,NA,NA,24,236.339,NA,NA,NA,NA
2025-06-13,"BB","5","Broken beak","Beg call","",7,NA,26.2,1474.52,11,NA,16.030534351145,0.447603287849605,NA,NA
2025-06-13,"BB","5","Broken beak","Wing flutter","",4,NA,26.2,1474.52,8,NA,9.16030534351145,0.325529663890622,NA,NA
2025-06-13,"BB","5","Other crow #1","Feed","Allo-|Unknown|Broken beak",1,NA,26.2,730.22,2,NA,2.29007633587786,0.164334036317822,NA,NA
2025-06-13,"C","1","No focal subject","Unclear video","",1,9.66,NA,NA,24,236.339,NA,NA,NA,NA
2025-06-13,"C","1","Other crow #1","Foraging","",1,48.96,48.96,730.22,17,454.18,NA,NA,100,62.1976938456903
2025-06-13,"C","2","No focal subject","Close proximity","Mutual|Mutual",1,9,NA,NA,8,518.557,NA,NA,NA,NA
2025-06-13,"C","2","No focal subject","Begging session","Broken beak,Other crow #1",1,9,NA,NA,2,35.2,NA,NA,NA,NA
2025-06-13,"C","2","No focal subject","Unclear video","",2,50.159,NA,NA,24,236.339,NA,NA,NA,NA
2025-06-13,"C","2","Broken beak","Beg call","",4,NA,9,1474.52,11,NA,26.6666666666667,0.447603287849605,NA,NA
2025-06-13,"C","2","Broken beak","Wing flutter","",4,NA,9,1474.52,8,NA,26.6666666666667,0.325529663890622,NA,NA
2025-06-13,"C","2","Other crow #1","Feed","Allo-|Unknown|Broken beak",1,NA,14.7,730.22,2,NA,4.08163265306122,0.164334036317822,NA,NA
2025-06-13,"C","2","Other crow #1","Foraging","",1,5.7,14.7,730.22,17,454.18,NA,NA,38.7755102040816,62.1976938456903
2025-05-14,"C","1","No focal subject","Unclear video","",16,96.48,NA,NA,35,157.748,NA,NA,NA,NA
2025-05-14,"C","1","Other crow #1","Alert","",2,5.56,278.879,748.421,4,8.2,NA,NA,1.99369619082111,1.09564002079044
2025-05-14,"C","1","Other crow #1","Feed","Auto-|Successful|None",32,NA,278.879,748.421,117,NA,6.88470627046138,9.3797474950596,NA,NA
2025-05-14,"C","1","Other crow #1","Feed","Auto-|Unknown|None",10,NA,278.879,748.421,38,NA,2.15147070951918,3.04641371634414,NA,NA
2025-05-14,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",4,NA,278.879,748.421,14,NA,0.860588283807673,1.12236294812679,NA,NA
2025-05-14,"C","1","Other crow #1","Foraging","",18,273.319,278.879,748.421,38,691.107,NA,NA,98.0063038091789,92.3420107132216
2025-05-14,"C","2","No focal subject","Close proximity","Other crow #1|Broken beak",6,61.88,NA,NA,6,61.88,NA,NA,NA,NA
2025-05-14,"C","2","No focal subject","Unclear video","",15,49.828,NA,NA,35,157.748,NA,NA,NA,NA
2025-05-14,"C","2","Broken beak","Brief flight","",1,0.159,86.389,86.389,1,0.159,NA,NA,0.184051210223524,0.184051210223524
2025-05-14,"C","2","Broken beak","Alert","",1,0.96,86.389,86.389,1,0.96,NA,NA,1.11125259002882,1.11125259002882
2025-05-14,"C","2","Broken beak","Feed","Auto-|Unknown|None",4,NA,86.389,86.389,4,NA,2.77813147507206,2.77813147507206,NA,NA
2025-05-14,"C","2","Broken beak","Feed","Auto-|Unsuccessful|None",3,NA,86.389,86.389,3,NA,2.08359860630404,2.08359860630404,NA,NA
2025-05-14,"C","2","Broken beak","Foraging","",6,33.717,86.389,86.389,6,33.717,NA,NA,39.0292745604186,39.0292745604186
2025-05-14,"C","2","Broken beak","Resting","",2,2.439,86.389,86.389,2,2.439,NA,NA,2.82327611154198,2.82327611154198
2025-05-14,"C","2","No focal subject","Begging session","Broken beak,Other crow #1",9,49.114,NA,NA,9,49.114,NA,NA,NA,NA
2025-05-14,"C","2","Broken beak","Beg call","",7,NA,86.389,86.389,7,NA,4.8617300813761,4.8617300813761,NA,NA
2025-05-14,"C","2","Broken beak","Wing flutter","",45,NA,86.389,86.389,45,NA,31.2539790945606,31.2539790945606,NA,NA
2025-05-14,"C","2","Broken beak","Open mouth","",17,NA,86.389,86.389,17,NA,11.8070587690562,11.8070587690562,NA,NA
2025-05-14,"C","2","Other crow #1","Alert","",1,1.36,398.822,748.421,4,8.2,NA,NA,0.341004257538451,1.09564002079044
2025-05-14,"C","2","Other crow #1","Feed","Auto-|Successful|None",50,NA,398.822,748.421,117,NA,7.52215273981877,9.3797474950596,NA,NA
2025-05-14,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",9,NA,398.822,748.421,14,NA,1.35398749316738,1.12236294812679,NA,NA
2025-05-14,"C","2","Other crow #1","Feed","Auto-|Unknown|None",21,NA,398.822,748.421,38,NA,3.15930415072388,3.04641371634414,NA,NA
2025-05-14,"C","2","Other crow #1","Feed","Allo-|Successful|Broken beak",1,NA,398.822,748.421,1,NA,0.150443054796375,0.0801687820090564,NA,NA
2025-05-14,"C","2","Other crow #1","Foraging","",15,348.348,398.822,748.421,38,691.107,NA,NA,87.3442287536796,92.3420107132216
2025-05-14,"C","3","No focal subject","Unclear video","",4,11.44,NA,NA,35,157.748,NA,NA,NA,NA
2025-05-14,"C","3","Other crow #1","Alert","",1,1.28,70.72,748.421,4,8.2,NA,NA,1.80995475113122,1.09564002079044
2025-05-14,"C","3","Other crow #1","Feed","Auto-|Successful|None",35,NA,70.72,748.421,117,NA,29.6945701357466,9.3797474950596,NA,NA
2025-05-14,"C","3","Other crow #1","Feed","Auto-|Unknown|None",7,NA,70.72,748.421,38,NA,5.93891402714932,3.04641371634414,NA,NA
2025-05-14,"C","3","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,70.72,748.421,14,NA,0.84841628959276,1.12236294812679,NA,NA
2025-05-14,"C","3","Other crow #1","Foraging","",5,69.44,70.72,748.421,38,691.107,NA,NA,98.1900452488688,92.3420107132216
2025-08-14,"C","1","No focal subject","Unclear video","",9,29.24,NA,NA,14,85.24,NA,NA,NA,NA
2025-08-14,"C","1","Other crow #1","Preen","Auto-|None",11,99.584,505.104,1030.524,16,147.384,NA,NA,19.7155437296082,14.3018503208077
2025-08-14,"C","1","Other crow #1","Alert","",2,10.12,505.104,1030.524,4,35.76,NA,NA,2.0035477842187,3.47007929946319
2025-08-14,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",2,NA,505.104,1030.524,6,NA,0.237574836073363,0.349336842227837,NA,NA
2025-08-14,"C","1","Other crow #1","Feed","Auto-|Unknown|None",4,NA,505.104,1030.524,12,NA,0.475149672146726,0.698673684455675,NA,NA
2025-08-14,"C","1","Other crow #1","Feed","Auto-|Successful|None",4,NA,505.104,1030.524,13,NA,0.475149672146726,0.756896491493648,NA,NA
2025-08-14,"C","1","Other crow #1","Foraging","",15,387.16,505.104,1030.524,28,730.1,NA,NA,76.6495612784694,70.84745236404
2025-08-14,"C","1","Other crow #1","Aggression","Eurasian Magpie|Other crow #1|Supplanting",1,8.24,505.104,1030.524,1,8.24,NA,NA,1.63134720770376,0.799593216654828
2025-08-14,"C","2","No focal subject","Unclear video","",5,56,NA,NA,14,85.24,NA,NA,NA,NA
2025-08-14,"C","2","Other crow #1","Preen","Auto-|None",5,47.8,525.42,1030.524,16,147.384,NA,NA,9.0974839176278,14.3018503208077
2025-08-14,"C","2","Other crow #1","Alert","",2,25.64,525.42,1030.524,4,35.76,NA,NA,4.87990559933006,3.47007929946319
2025-08-14,"C","2","Other crow #1","Feed","Auto-|Unknown|None",8,NA,525.42,1030.524,12,NA,0.913554870389403,0.698673684455675,NA,NA
2025-08-14,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",4,NA,525.42,1030.524,6,NA,0.456777435194701,0.349336842227837,NA,NA
2025-08-14,"C","2","Other crow #1","Feed","Auto-|Successful|None",9,NA,525.42,1030.524,13,NA,1.02774922918808,0.756896491493648,NA,NA
2025-08-14,"C","2","Other crow #1","Foraging","",13,342.94,525.42,1030.524,28,730.1,NA,NA,65.2696890106962,70.84745236404
2025-08-14,"C","2","Other crow #1","Resting","",4,109.04,525.42,1030.524,4,109.04,NA,NA,20.7529214723459,10.5810247990343
2025-05-15,"C","1","No focal subject","Unclear video","",1,4.94,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","1","Other crow #1","Alert","",4,24.96,51.76,1295.101,20,98.6,NA,NA,48.2225656877898,7.6133058348345
2025-05-15,"C","1","Other crow #1","Feed","Auto-|Unknown|None",2,NA,51.76,1295.101,82,NA,2.31839258114374,3.79893151190525,NA,NA
2025-05-15,"C","1","Other crow #1","Feed","Auto-|Successful|None",2,NA,51.76,1295.101,87,NA,2.31839258114374,4.03057367726533,NA,NA
2025-05-15,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,51.76,1295.101,37,NA,1.15919629057187,1.71415202366456,NA,NA
2025-05-15,"C","1","Other crow #1","Foraging","",4,26.8,51.76,1295.101,38,1196.501,NA,NA,51.7774343122102,92.3866941651655
2025-05-15,"C","2","No focal subject","Unclear video","",3,9.485,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","2","Other crow #1","Alert","",4,11.08,153.76,1295.101,20,98.6,NA,NA,7.2060353798127,7.6133058348345
2025-05-15,"C","2","Other crow #1","Feed","Auto-|Successful|None",11,NA,153.76,1295.101,87,NA,4.29240374609781,4.03057367726533,NA,NA
2025-05-15,"C","2","Other crow #1","Feed","Auto-|Unknown|None",10,NA,153.76,1295.101,82,NA,3.90218522372529,3.79893151190525,NA,NA
2025-05-15,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",2,NA,153.76,1295.101,37,NA,0.780437044745057,1.71415202366456,NA,NA
2025-05-15,"C","2","Other crow #1","Foraging","",6,142.68,153.76,1295.101,38,1196.501,NA,NA,92.7939646201873,92.3866941651655
