"Date","Primary_Bird","Video_Num","Subject","Behavior","Modifiers","Vid_occurrences","Vid_duration","Vid_visible","Day_visible","Day_occurrences","Day_duration","Rate_per_min_vid","Rate_per_min_day","Percent_time_visible_vid","Percent_time_visible_day"
2025-05-15,"C","3","No focal subject","Unclear video","",3,20.255,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","3","Other crow #1","Alert","",3,13.28,105.079,1295.101,20,98.6,NA,NA,12.6381103740995,7.6133058348345
2025-05-15,"C","3","Other crow #1","Feed","Auto-|Successful|None",5,NA,105.079,1295.101,87,NA,2.85499481342609,4.03057367726533,NA,NA
2025-05-15,"C","3","Other crow #1","Feed","Auto-|Unknown|None",6,NA,105.079,1295.101,82,NA,3.42599377611131,3.79893151190525,NA,NA
2025-05-15,"C","3","Other crow #1","Feed","Auto-|Unsuccessful|None",2,NA,105.079,1295.101,37,NA,1.14199792537044,1.71415202366456,NA,NA
2025-05-15,"C","3","Other crow #1","Foraging","",5,91.799,105.079,1295.101,38,1196.501,NA,NA,87.3618896259005,92.3866941651655
2025-05-15,"C","4","No focal subject","Unclear video","",3,4.884,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","4","Other crow #1","Alert","",3,18.2,106.04,1295.101,20,98.6,NA,NA,17.1633345907205,7.6133058348345
2025-05-15,"C","4","Other crow #1","Feed","Auto-|Successful|None",4,NA,106.04,1295.101,87,NA,2.263296869106,4.03057367726533,NA,NA
2025-05-15,"C","4","Other crow #1","Feed","Auto-|Unknown|None",9,NA,106.04,1295.101,82,NA,5.09241795548849,3.79893151190525,NA,NA
2025-05-15,"C","4","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,106.04,1295.101,37,NA,0.565824217276499,1.71415202366456,NA,NA
2025-05-15,"C","4","Other crow #1","Foraging","",5,87.84,106.04,1295.101,38,1196.501,NA,NA,82.8366654092795,92.3866941651655
2025-05-15,"C","5","No focal subject","Unclear video","",4,10.2,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","5","Other crow #1","Alert","",1,7.08,222.184,1295.101,20,98.6,NA,NA,3.18654808627084,7.6133058348345
2025-05-15,"C","5","Other crow #1","Feed","Auto-|Unknown|None",21,NA,222.184,1295.101,82,NA,5.67097540777014,3.79893151190525,NA,NA
2025-05-15,"C","5","Other crow #1","Feed","Auto-|Successful|None",16,NA,222.184,1295.101,87,NA,4.32074316782487,4.03057367726533,NA,NA
2025-05-15,"C","5","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,222.184,1295.101,37,NA,0.270046447989054,1.71415202366456,NA,NA
2025-05-15,"C","5","Other crow #1","Foraging","",6,215.104,222.184,1295.101,38,1196.501,NA,NA,96.8134519137292,92.3866941651655
2025-05-15,"C","6","No focal subject","Unclear video","",2,3.26,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","6","Other crow #1","Feed","Auto-|Unknown|None",9,NA,162.88,1295.101,82,NA,3.31532416502947,3.79893151190525,NA,NA
2025-05-15,"C","6","Other crow #1","Feed","Auto-|Successful|None",18,NA,162.88,1295.101,87,NA,6.63064833005894,4.03057367726533,NA,NA
2025-05-15,"C","6","Other crow #1","Foraging","",2,162.88,162.88,1295.101,38,1196.501,NA,NA,100,92.3866941651655
2025-05-15,"C","7","No focal subject","Unclear video","",7,13.54,NA,NA,23,66.564,NA,NA,NA,NA
2025-05-15,"C","7","Other crow #1","Alert","",5,24,493.398,1295.101,20,98.6,NA,NA,4.86422725669743,7.6133058348345
2025-05-15,"C","7","Other crow #1","Feed","Auto-|Successful|None",31,NA,493.398,1295.101,87,NA,3.76977612394051,4.03057367726533,NA,NA
2025-05-15,"C","7","Other crow #1","Feed","Auto-|Unknown|None",25,NA,493.398,1295.101,82,NA,3.0401420354359,3.79893151190525,NA,NA
2025-05-15,"C","7","Other crow #1","Feed","Auto-|Unsuccessful|None",30,NA,493.398,1295.101,37,NA,3.64817044252307,1.71415202366456,NA,NA
2025-05-15,"C","7","Other crow #1","Foraging","",10,469.398,493.398,1295.101,38,1196.501,NA,NA,95.1357727433026,92.3866941651655
2025-07-15,"BB","1","No focal subject","Close proximity","None|None",1,5.199,NA,NA,4,82.677,NA,NA,NA,NA
2025-07-15,"BB","1","No focal subject","Unclear video","",4,34.839,NA,NA,166,706.543,NA,NA,NA,NA
2025-07-15,"BB","1","Broken beak","Alert","",1,1.88,35.76,2524.799,17,47.96,NA,NA,5.2572706935123,1.89955715286643
2025-07-15,"BB","1","Broken beak","Feed","Auto-|Unknown|None",4,NA,35.76,2524.799,212,NA,6.71140939597315,5.03802480910362,NA,NA
2025-07-15,"BB","1","Broken beak","Feed","Auto-|Successful|None",2,NA,35.76,2524.799,122,NA,3.35570469798658,2.89924069203133,NA,NA
2025-07-15,"BB","1","Broken beak","Foraging","",4,33.88,35.76,2524.799,164,2271.679,NA,NA,94.7427293064877,89.97464748679
2025-07-15,"BB","1","Other crow #1","Foraging","",1,5.2,5.2,507.56,38,375.08,NA,NA,100,73.8986523760738
2025-07-15,"BB","2","No focal subject","Close proximity","Other crow #1|Broken beak",3,96.879,NA,NA,4,140.158,NA,NA,NA,NA
2025-07-15,"BB","2","No focal subject","Close proximity","Mutual|Mutual",2,37.439,NA,NA,2,37.439,NA,NA,NA,NA
2025-07-15,"BB","2","No focal subject","Within 5m","Mutual|Mutual",3,72.04,NA,NA,3,72.04,NA,NA,NA,NA
2025-07-15,"BB","2","No focal subject","Unclear video","",140,636.428,NA,NA,166,706.543,NA,NA,NA,NA
2025-07-15,"BB","2","Broken beak","Preen","Auto-|None",1,5.16,2073.998,2524.799,6,42.84,NA,NA,0.248794839725014,1.69676873287735
2025-07-15,"BB","2","Broken beak","Alert","",10,24.72,2073.998,2524.799,17,47.96,NA,NA,1.19190086007797,1.89955715286643
2025-07-15,"BB","2","Broken beak","Feed","Auto-|Unsuccessful|None",14,NA,2073.998,2524.799,22,NA,0.405014855366302,0.522813895284338,NA,NA
2025-07-15,"BB","2","Broken beak","Feed","Auto-|Unknown|None",192,NA,2073.998,2524.799,212,NA,5.55448944502357,5.03802480910362,NA,NA
2025-07-15,"BB","2","Broken beak","Feed","Auto-|Successful|None",115,NA,2073.998,2524.799,122,NA,3.32690774050891,2.89924069203133,NA,NA
2025-07-15,"BB","2","Broken beak","Foraging","",138,2044.118,2073.998,2524.799,164,2271.679,NA,NA,98.559304300197,89.97464748679
2025-07-15,"BB","2","Other crow #1","Preen","Auto-|None",1,2.24,383.92,507.56,1,2.24,NA,NA,0.583454886434674,0.441327133737883
2025-07-15,"BB","2","Other crow #1","Alert","",1,2.48,383.92,507.56,1,2.48,NA,NA,0.645967909981246,0.488612183781228
2025-07-15,"BB","2","Other crow #1","Feed","Auto-|Unknown|None",44,NA,383.92,507.56,44,NA,6.87643259012294,5.20135550476791,NA,NA
2025-07-15,"BB","2","Other crow #1","Feed","Auto-|Successful|None",31,NA,383.92,507.56,31,NA,4.84475932485935,3.66459137835921,NA,NA
2025-07-15,"BB","2","Other crow #1","Feed","Auto-|Unsuccessful|None",2,NA,383.92,507.56,2,NA,0.312565117732861,0.236425250216723,NA,NA
2025-07-15,"BB","2","Other crow #1","Foraging","",35,354,383.92,507.56,38,375.08,NA,NA,92.206709731194,73.8986523760738
2025-07-15,"BB","2","Other crow #1","Resting","",1,25.2,383.92,507.56,7,127.76,NA,NA,6.56386747239008,25.1714083064071
2025-07-15,"BB","2","Other crow #1","Open mouth","",1,NA,383.92,507.56,1,NA,0.15628255886643,0.118212625108362,NA,NA
2025-07-15,"BB","2","Other crow #2","Feed","Auto-|Unknown|None",3,NA,16.8,57.76,7,NA,10.7142857142857,7.27146814404432,NA,NA
2025-07-15,"BB","2","Other crow #2","Foraging","",3,16.8,16.8,57.76,10,57.16,NA,NA,100,98.9612188365651
2025-07-15,"BB","3","No focal subject","Close proximity","Other crow #1|Broken beak",1,43.279,NA,NA,4,140.158,NA,NA,NA,NA
2025-07-15,"BB","3","No focal subject","Close proximity","None|None",3,77.478,NA,NA,4,82.677,NA,NA,NA,NA
2025-07-15,"BB","3","No focal subject","Unclear video","",22,35.276,NA,NA,166,706.543,NA,NA,NA,NA
2025-07-15,"BB","3","Broken beak","Preen","Auto-|None",5,37.68,415.041,2524.799,6,42.84,NA,NA,9.0786211482721,1.69676873287735
2025-07-15,"BB","3","Broken beak","Brief flight","",1,2.28,415.041,2524.799,1,2.28,NA,NA,0.549343317889076,0.0903042182763856
2025-07-15,"BB","3","Broken beak","Alert","",6,21.36,415.041,2524.799,17,47.96,NA,NA,5.1464795044345,1.89955715286643
2025-07-15,"BB","3","Broken beak","Feed","Auto-|Unsuccessful|None",8,NA,415.041,2524.799,22,NA,1.15651224818753,0.522813895284338,NA,NA
2025-07-15,"BB","3","Broken beak","Feed","Auto-|Successful|None",5,NA,415.041,2524.799,122,NA,0.722820155117205,2.89924069203133,NA,NA
2025-07-15,"BB","3","Broken beak","Feed","Auto-|Unknown|None",16,NA,415.041,2524.799,212,NA,2.31302449637506,5.03802480910362,NA,NA
2025-07-15,"BB","3","Broken beak","Foraging","",22,193.681,415.041,2524.799,164,2271.679,NA,NA,46.6655101544185,89.97464748679
2025-07-15,"BB","3","Broken beak","Resting","",5,160.04,415.041,2524.799,5,160.04,NA,NA,38.5600458749858,6.3387224091898
2025-07-15,"BB","3","Other crow #1","Foraging","",2,15.88,118.44,507.56,38,375.08,NA,NA,13.4076325565687,73.8986523760738
2025-07-15,"BB","3","Other crow #1","Resting","",6,102.56,118.44,507.56,7,127.76,NA,NA,86.5923674434313,25.1714083064071
2025-07-15,"BB","3","Other crow #2","Alert","",1,0.6,40.96,57.76,1,0.6,NA,NA,1.46484375,1.0387811634349
2025-07-15,"BB","3","Other crow #2","Feed","Auto-|Unknown|None",4,NA,40.96,57.76,7,NA,5.859375,7.27146814404432,NA,NA
2025-07-15,"BB","3","Other crow #2","Feed","Auto-|Unsuccessful|None",1,NA,40.96,57.76,1,NA,1.46484375,1.0387811634349,NA,NA
2025-07-15,"BB","3","Other crow #2","Foraging","",7,40.36,40.96,57.76,10,57.16,NA,NA,98.53515625,98.9612188365651
2025-09-15,"C","1","No focal subject","Unclear video","",1,3.96,NA,NA,8,15.92,NA,NA,NA,NA
2025-09-15,"C","1","Other crow #1","Alert","",1,4.079,60.359,1229.317,3,11.839,NA,NA,6.75789857353501,0.963055094820945
2025-09-15,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,60.359,1229.317,304,NA,0.994052254013486,14.8375073313067,NA,NA
2025-09-15,"C","1","Other crow #1","Foraging","",2,56.28,60.359,1229.317,15,1097.598,NA,NA,93.242101426465,89.2851884420373
2025-09-15,"C","2","No focal subject","Close proximity","Broken beak|Other crow #1",2,102.718,NA,NA,2,102.718,NA,NA,NA,NA
2025-09-15,"C","2","No focal subject","Close proximity","Broken beak|Other crow #2",1,10,NA,NA,1,10,NA,NA,NA,NA
2025-09-15,"C","2","No focal subject","Close proximity","Mutual|Mutual",1,6.04,NA,NA,1,6.04,NA,NA,NA,NA
2025-09-15,"C","2","No focal subject","Within 5m","Broken beak|Other crow #1",1,4.92,NA,NA,1,4.92,NA,NA,NA,NA
2025-09-15,"C","2","No focal subject","Within 5m","Mutual|Mutual",1,64.48,NA,NA,1,64.48,NA,NA,NA,NA
2025-09-15,"C","2","No focal subject","Unclear video","",7,11.96,NA,NA,8,15.92,NA,NA,NA,NA
2025-09-15,"C","2","Broken beak","Alert","",3,1.24,114.36,114.36,3,1.24,NA,NA,1.08429520811473,1.08429520811473
2025-09-15,"C","2","Broken beak","Feed","Auto-|Unsuccessful|None",32,NA,114.36,114.36,32,NA,16.7890870933893,16.7890870933893,NA,NA
2025-09-15,"C","2","Broken beak","Feed","Auto-|Successful|None",10,NA,114.36,114.36,10,NA,5.24658971668415,5.24658971668415,NA,NA
2025-09-15,"C","2","Broken beak","Feed","Auto-|Unknown|None",10,NA,114.36,114.36,10,NA,5.24658971668415,5.24658971668415,NA,NA
2025-09-15,"C","2","Broken beak","Foraging","",6,113.12,114.36,114.36,6,113.12,NA,NA,98.9157047918853,98.9157047918853
2025-09-15,"C","2","Other crow #1","Preen","Auto-|None",4,31.84,1168.958,1229.317,4,31.84,NA,NA,2.72379332704853,2.5900561043246
2025-09-15,"C","2","Other crow #1","Brief flight","",1,3.52,1168.958,1229.317,1,3.52,NA,NA,0.301122880377225,0.286337860779604
2025-09-15,"C","2","Other crow #1","Alert","",2,7.76,1168.958,1229.317,3,11.839,NA,NA,0.663839077195246,0.963055094820945
2025-09-15,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",303,NA,1168.958,1229.317,304,NA,15.552312401301,14.8375073313067,NA,NA
2025-09-15,"C","2","Other crow #1","Feed","Auto-|Successful|None",62,NA,1168.958,1229.317,62,NA,3.18232134944113,3.02607057414808,NA,NA
2025-09-15,"C","2","Other crow #1","Feed","Auto-|Unknown|None",39,NA,1168.958,1229.317,39,NA,2.00178278432587,1.90349600631896,NA,NA
2025-09-15,"C","2","Other crow #1","Foraging","",13,1041.318,1168.958,1229.317,15,1097.598,NA,NA,89.0808737354122,89.2851884420373
2025-09-15,"C","2","Other crow #1","Resting","",1,84.52,1168.958,1229.317,1,84.52,NA,NA,7.23037097996677,6.87536249803753
2025-09-15,"C","2","Other crow #1","Unclear video","",1,1.791,1168.958,1229.317,1,1.791,NA,NA,0.15321337464648,0.145690655868259
2025-09-15,"C","2","Other crow #2","Foraging","",1,10,10,10,1,10,NA,NA,100,100
2025-09-16,"BB","1","No focal subject","Unclear video","",1,7.04,NA,NA,1,7.04,NA,NA,NA,NA
2025-09-16,"BB","1","Broken beak","Alert","",2,12.6,48.56,48.56,2,12.6,NA,NA,25.9472817133443,25.9472817133443
2025-09-16,"BB","1","Broken beak","Foraging","",2,35.96,48.56,48.56,2,35.96,NA,NA,74.0527182866557,74.0527182866557
2025-10-17,"BB","1","No focal subject","Unclear video","",6,16.617,NA,NA,22,58.116,NA,NA,NA,NA
2025-10-17,"BB","1","Broken beak","Feed","Auto-|Unknown|None",6,NA,25.24,33.64,6,NA,14.2630744849445,10.7015457788347,NA,NA
2025-10-17,"BB","1","Broken beak","Foraging","",3,25.24,25.24,33.64,6,28.76,NA,NA,100,85.4934601664685
2025-10-17,"BB","1","Other crow #1","Foraging","",4,16.28,16.28,326.959,24,249.519,NA,NA,100,76.3150731437275
2025-10-17,"C","1","No focal subject","Unclear video","",13,26.539,NA,NA,22,58.116,NA,NA,NA,NA
2025-10-17,"C","1","Broken beak","Foraging","",3,3.52,3.52,33.64,6,28.76,NA,NA,100,85.4934601664685
2025-10-17,"C","1","Other crow #1","Preen","Auto-|None",3,10.92,201.039,326.959,3,10.92,NA,NA,5.43178189306553,3.33986830153016
2025-10-17,"C","1","Other crow #1","Alert","",8,28.36,201.039,326.959,10,38.72,NA,NA,14.1067156123936,11.8424634281362
2025-10-17,"C","1","Other crow #1","Vocal","",4,NA,201.039,326.959,4,NA,1.19379821825616,0.734036989347288,NA,NA
2025-10-17,"C","1","Other crow #1","Feed","Auto-|Unknown|None",8,NA,201.039,326.959,10,NA,2.38759643651232,1.83509247336822,NA,NA
2025-10-17,"C","1","Other crow #1","Feed","Auto-|Successful|None",14,NA,201.039,326.959,18,NA,4.17829376389656,3.3031664520628,NA,NA
2025-10-17,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",2,NA,201.039,326.959,6,NA,0.59689910912808,1.10105548402093,NA,NA
2025-10-17,"C","1","Other crow #1","Foraging","",16,161.759,201.039,326.959,24,249.519,NA,NA,80.4615024945409,76.3150731437275
2025-10-17,"C","2","No focal subject","Close proximity","Other crow #1|Broken beak",2,7.36,NA,NA,2,7.36,NA,NA,NA,NA
2025-10-17,"C","2","No focal subject","Begging session","Broken beak,Other crow #1",1,4.88,NA,NA,1,4.88,NA,NA,NA,NA
2025-10-17,"C","2","No focal subject","Unclear video","",3,14.96,NA,NA,22,58.116,NA,NA,NA,NA
2025-10-17,"C","2","Broken beak","Wing flutter","",3,NA,4.88,33.64,3,NA,36.8852459016393,5.35077288941736,NA,NA
2025-10-17,"C","2","Broken beak","Open mouth","",1,NA,4.88,33.64,1,NA,12.2950819672131,1.78359096313912,NA,NA
2025-10-17,"C","2","Other crow #1","Brief flight","",1,22.92,109.64,326.959,1,22.92,NA,NA,20.9047792776359,7.0100532482666
2025-10-17,"C","2","Other crow #1","Alert","",2,10.36,109.64,326.959,10,38.72,NA,NA,9.44910616563298,11.8424634281362
2025-10-17,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",4,NA,109.64,326.959,6,NA,2.18898212331266,1.10105548402093,NA,NA
2025-10-17,"C","2","Other crow #1","Feed","Auto-|Successful|None",4,NA,109.64,326.959,18,NA,2.18898212331266,3.3031664520628,NA,NA
2025-10-17,"C","2","Other crow #1","Feed","Auto-|Unknown|None",2,NA,109.64,326.959,10,NA,1.09449106165633,1.83509247336822,NA,NA
2025-10-17,"C","2","Other crow #1","Foraging","",4,71.48,109.64,326.959,24,249.519,NA,NA,65.1951842393287,76.3150731437275
2025-07-17,"C","1","No focal subject","Close proximity","Other crow #2|Broken beak",3,413.118,NA,NA,3,413.118,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Close proximity","Mutual|Mutual",4,59.238,NA,NA,4,59.238,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Close proximity","None|None",2,84.44,NA,NA,2,84.44,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Close proximity","Broken beak|Other crow #1",1,7.2,NA,NA,1,7.2,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Within 5m","Mutual|Mutual",4,210.48,NA,NA,4,210.48,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Within 5m","Other crow #1|Other crow #2",1,102.759,NA,NA,1,102.759,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Within 5m","Other crow #2|Broken beak",1,3.4,NA,NA,1,3.4,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Within 5m","Broken beak|Other crow #1",1,60.76,NA,NA,1,60.76,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Within 5m","None|None",32,405.193,NA,NA,32,405.193,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Within 5m","Other crow #2|Other crow #1",1,16.92,NA,NA,1,16.92,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Begging session","Broken beak,Other crow #2",10,215.156,NA,NA,10,215.156,NA,NA,NA,NA
2025-07-17,"C","1","No focal subject","Unclear video","",90,127.428,NA,NA,90,127.428,NA,NA,NA,NA
2025-07-17,"C","1","Broken beak","Alert","",4,4.24,749.076,749.076,4,4.24,NA,NA,0.566030683134956,0.566030683134956
2025-07-17,"C","1","Broken beak","Feed","Auto-|Unknown|None",50,NA,749.076,749.076,50,NA,4.00493407878506,4.00493407878506,NA,NA
2025-07-17,"C","1","Broken beak","Feed","Auto-|Successful|None",5,NA,749.076,749.076,5,NA,0.400493407878506,0.400493407878506,NA,NA
2025-07-17,"C","1","Broken beak","Feed","Auto-|Unsuccessful|None",1,NA,749.076,749.076,1,NA,0.0800986815757013,0.0800986815757013,NA,NA
2025-07-17,"C","1","Broken beak","Foraging","",43,502.36,749.076,749.076,43,502.36,NA,NA,67.0639561272821,67.0639561272821
2025-07-17,"C","1","Broken beak","Resting","",2,27.32,749.076,749.076,2,27.32,NA,NA,3.64715996774693,3.64715996774693
2025-07-17,"C","1","Broken beak","Open mouth","",46,NA,749.076,749.076,46,NA,3.68453935248226,3.68453935248226,NA,NA
2025-07-17,"C","1","Broken beak","Present head","",12,125.8,749.076,749.076,12,125.8,NA,NA,16.794023570372,16.794023570372
2025-07-17,"C","1","Other crow #1","Preen","Auto-|None",4,32.48,2940.199,2940.199,4,32.48,NA,NA,1.10468713172136,1.10468713172136
2025-07-17,"C","1","Other crow #1","Brief flight","",1,10.68,2940.199,2940.199,1,10.68,NA,NA,0.363240719420692,0.363240719420692
2025-07-17,"C","1","Other crow #1","Alert","",58,184.72,2940.199,2940.199,58,184.72,NA,NA,6.28256794863205,6.28256794863205
2025-07-17,"C","1","Other crow #1","Vocal","",1,NA,2940.199,2940.199,1,NA,0.0204067819899265,0.0204067819899265,NA,NA
2025-07-17,"C","1","Other crow #1","Feed","Auto-|Unknown|None",137,NA,2940.199,2940.199,137,NA,2.79572913261994,2.79572913261994,NA,NA
2025-07-17,"C","1","Other crow #1","Feed","Auto-|Successful|None",77,NA,2940.199,2940.199,77,NA,1.57132221322434,1.57132221322434,NA,NA
2025-07-17,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",7,NA,2940.199,2940.199,7,NA,0.142847473929486,0.142847473929486,NA,NA
2025-07-17,"C","1","Other crow #1","Foraging","",129,2105.239,2940.199,2940.199,129,2105.239,NA,NA,71.6019221828182,71.6019221828182
2025-07-17,"C","1","Other crow #1","Resting","",12,607.08,2940.199,2940.199,12,607.08,NA,NA,20.6475820174077,20.6475820174077
2025-07-17,"C","1","Other crow #1","Open mouth","",5,NA,2940.199,2940.199,5,NA,0.102033909949633,0.102033909949633,NA,NA
2025-07-17,"C","1","Other crow #2","Preen","Allo-|Broken beak",6,59.52,812.336,812.336,6,59.52,NA,NA,7.32701739181816,7.32701739181816
2025-07-17,"C","1","Other crow #2","Alert","",3,4.62,812.336,812.336,3,4.62,NA,NA,0.568730180614918,0.568730180614918
2025-07-17,"C","1","Other crow #2","Feed","Auto-|Successful|None",2,NA,812.336,812.336,2,NA,0.147722124835044,0.147722124835044,NA,NA
2025-07-17,"C","1","Other crow #2","Feed","Auto-|Unknown|None",7,NA,812.336,812.336,7,NA,0.517027436922653,0.517027436922653,NA,NA
2025-07-17,"C","1","Other crow #2","Foraging","",37,487.2,812.336,812.336,37,487.2,NA,NA,59.9751826830277,59.9751826830277
2025-07-17,"C","1","Other crow #2","Resting","",2,45.84,812.336,812.336,2,45.84,NA,NA,5.64298516869867,5.64298516869867
2025-07-17,"C","1","Other crow #2","Open mouth","",1,NA,812.336,812.336,1,NA,0.0738610624175218,0.0738610624175218,NA,NA
2025-07-17,"C","1","Other crow #3","Foraging","Other crow #1",2,1,20.16,20.16,2,1,NA,NA,4.96031746031746,4.96031746031746
2025-07-17,"C","1","Other crow #3","Foraging","",5,19.16,20.16,20.16,5,19.16,NA,NA,95.0396825396825,95.0396825396825
2025-11-19,"C","1","No focal subject","Unclear video","",12,53.956,NA,NA,12,53.956,NA,NA,NA,NA
2025-11-19,"C","1","Broken beak","Feed","Auto-|Unknown|None",1,NA,10.12,10.12,1,NA,5.92885375494071,5.92885375494071,NA,NA
2025-11-19,"C","1","Broken beak","Foraging","",1,10.12,10.12,10.12,1,10.12,NA,NA,100,100
2025-11-19,"C","1","Other crow #1","Preen","Auto-|None",1,23.28,362.238,362.238,1,23.28,NA,NA,6.42671392841171,6.42671392841171
2025-11-19,"C","1","Other crow #1","Alert","",14,46.079,362.238,362.238,14,46.079,NA,NA,12.7206422296943,12.7206422296943
2025-11-19,"C","1","Other crow #1","Feed","Auto-|Unknown|None",4,NA,362.238,362.238,4,NA,0.66254782767131,0.66254782767131,NA,NA
2025-11-19,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",4,NA,362.238,362.238,4,NA,0.66254782767131,0.66254782767131,NA,NA
2025-11-19,"C","1","Other crow #1","Feed","Auto-|Successful|None",3,NA,362.238,362.238,3,NA,0.496910870753482,0.496910870753482,NA,NA
2025-11-19,"C","1","Other crow #1","Foraging","",23,272.639,362.238,362.238,23,272.639,NA,NA,75.265157161866,75.265157161866
2025-11-19,"C","1","Other crow #1","Resting","",1,20.24,362.238,362.238,1,20.24,NA,NA,5.58748668002805,5.58748668002805
2025-06-19,"BB","1","No focal subject","Unclear video","",6,11.9,NA,NA,15,29.258,NA,NA,NA,NA
2025-06-19,"BB","1","Broken beak","Preen","Auto-|None",2,7.2,144.999,196.818,4,11.64,NA,NA,4.96555148656198,5.91409322318081
2025-06-19,"BB","1","Broken beak","Alert","",2,24.12,144.999,196.818,2,24.12,NA,NA,16.6345974799826,12.2549766789623
2025-06-19,"BB","1","Broken beak","Feed","Auto-|Successful|None",6,NA,144.999,196.818,7,NA,2.48277574328099,2.13395116300338,NA,NA
2025-06-19,"BB","1","Broken beak","Feed","Auto-|Unknown|None",6,NA,144.999,196.818,26,NA,2.48277574328099,7.92610431972685,NA,NA
2025-06-19,"BB","1","Broken beak","Feed","Auto-|Unsuccessful|None",3,NA,144.999,196.818,3,NA,1.24138787164049,0.914550498430022,NA,NA
2025-06-19,"BB","1","Broken beak","Foraging","",7,113.679,144.999,196.818,20,160.258,NA,NA,78.3998510334554,81.4244632096658
2025-06-19,"C","1","No focal subject","Close proximity","Other crow #1|Broken beak",1,0.2,NA,NA,1,0.2,NA,NA,NA,NA
2025-06-19,"C","1","No focal subject","Unclear video","",6,6.518,NA,NA,15,29.258,NA,NA,NA,NA
2025-06-19,"C","1","Broken beak","Preen","Auto-|None",2,4.44,6.18,196.818,4,11.64,NA,NA,71.8446601941748,5.91409322318081
2025-06-19,"C","1","Broken beak","Foraging","",6,1.74,6.18,196.818,20,160.258,NA,NA,28.1553398058252,81.4244632096658
2025-06-19,"C","1","Other crow #1","Preen","Auto-|None",1,5.04,28.16,387.388,6,16.44,NA,NA,17.8977272727273,4.24380724235134
2025-06-19,"C","1","Other crow #1","Feed","Auto-|Unknown|None",1,NA,28.16,387.388,4,NA,2.13068181818182,0.619533903992896,NA,NA
2025-06-19,"C","1","Other crow #1","Foraging","",2,5.6,28.16,387.388,11,245.071,NA,NA,19.8863636363636,63.2624139106013
2025-06-19,"C","1","Other crow #1","Resting","",1,17.52,28.16,387.388,5,125.877,NA,NA,62.2159090909091,32.4937788470474
2025-06-19,"C","2","No focal subject","Close proximity","Mutual|Mutual",6,45.64,NA,NA,6,45.64,NA,NA,NA,NA
2025-06-19,"C","2","No focal subject","Unclear video","",3,10.84,NA,NA,15,29.258,NA,NA,NA,NA
2025-06-19,"C","2","Broken beak","Preen","Auto-|Broken beak",1,0.8,45.639,196.818,1,0.8,NA,NA,1.75288678542475,0.406466888191121
2025-06-19,"C","2","Broken beak","Feed","Auto-|Unknown|None",20,NA,45.639,196.818,26,NA,26.2933017813712,7.92610431972685,NA,NA
2025-06-19,"C","2","Broken beak","Feed","Auto-|Successful|None",1,NA,45.639,196.818,7,NA,1.31466508906856,2.13395116300338,NA,NA
2025-06-19,"C","2","Broken beak","Foraging","",7,44.839,45.639,196.818,20,160.258,NA,NA,98.2471132145753,81.4244632096658
2025-06-19,"C","2","Other crow #1","Preen","Auto-|None",5,11.4,359.228,387.388,6,16.44,NA,NA,3.17347200106896,4.24380724235134
2025-06-19,"C","2","Other crow #1","Feed","Auto-|Unsuccessful|None",6,NA,359.228,387.388,6,NA,1.00214905296915,0.929300855989344,NA,NA
2025-06-19,"C","2","Other crow #1","Feed","Auto-|Unknown|None",3,NA,359.228,387.388,4,NA,0.501074526484573,0.619533903992896,NA,NA
2025-06-19,"C","2","Other crow #1","Foraging","",9,239.471,359.228,387.388,11,245.071,NA,NA,66.6626766287706,63.2624139106013
2025-06-19,"C","2","Other crow #1","Resting","",4,108.357,359.228,387.388,5,125.877,NA,NA,30.1638513701605,32.4937788470474
2025-09-19,"C","1","No focal subject","Close proximity","Mutual|Mutual",2,49.04,NA,NA,2,49.04,NA,NA,NA,NA
2025-09-19,"C","1","No focal subject","Close proximity","Other crow #1|Broken beak",1,31.08,NA,NA,1,31.08,NA,NA,NA,NA
2025-09-19,"C","1","No focal subject","Unclear video","",2,9.36,NA,NA,2,9.36,NA,NA,NA,NA
