Observation id,Observation date,Description,Temperature,Humidity,Wind,Weather,Ground softness,Ladder trap,Primary location,Time budget start,Time budget stop,Time budget duration,Subject,Behavior,Modifiers,Total number of occurences,Total duration (s),Duration mean (s),Duration std dev,inter-event intervals mean (s),inter-event intervals std dev,% of total length
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Close proximity,Other crow #2|Broken beak,3,413.118,137.706,118.316,2.28,0.226,11.7
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Close proximity,Mutual|Mutual,4,59.238,14.81,8.124,459.161,525.469,1.7
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Close proximity,None|None,2,84.44,42.22,1.612,190.68,NA,2.4
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Close proximity,Broken beak|Other crow #1,1,7.2,7.2,NA,NA,NA,0.2
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Within 5m,Mutual|Mutual,4,210.48,52.62,24.171,623.227,542.027,6
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Within 5m,Other crow #1|Other crow #2,1,102.759,102.759,NA,NA,NA,2.9
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Within 5m,Other crow #2|Broken beak,1,3.4,3.4,NA,NA,NA,0.1
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Within 5m,Broken beak|Other crow #1,1,60.76,60.76,NA,NA,NA,1.7
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Within 5m,None|None,32,405.193,12.662,12.232,25.897,77.331,11.5
17-7-25 C #1,23:40.0,,61,89,3,sunny,(no record),no,ground,Full observation,Full observation,3522.72,No focal subject,Within 5m,Other crow #2|Other crow #1,1,16.92,16.92,NA,NA,NA,0.5
