Observation id,Observation date,Description,Temperature,Humidity,Wind,Weather,Ground softness,Ladder trap,Primary location,Time budget start,Time budget stop,Time budget duration,Subject,Behavior,Modifiers,Total number of occurences,Total duration (s),Duration mean (s),Duration std dev,inter-event intervals mean (s),inter-event intervals std dev,% of total length
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Feed,Auto-|Unknown|None,39,NA,NA,NA,27.215,31.166,NA
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Foraging,Other crow #1,13,1041.318,80.101,116.775,9.27,23.783,88.0
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Resting,Other crow #1,1,84.52,84.52,NA,NA,NA,7.1
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Unclear video,,1,1.791,1.791,NA,NA,NA,0.2
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Preen,Auto-|None,4,31.84,7.96,6.167,327.96,279.652,2.7
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Preen,Auto-|None,4,31.84,7.96,6.167,327.96,279.652,2.7
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Brief flight,Other crow #1,1,3.52,3.52,NA,NA,NA,0.3
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Brief flight,Other crow #1,1,3.52,3.52,NA,NA,NA,0.3
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Alert,Other crow #1,2,7.76,3.88,1.81,98.88,NA,0.7
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #1,Alert,Other crow #1,2,7.76,3.88,1.81,98.88,NA,0.7
15-9-25 C #2,2026-01-1618:27:36.250,,50,98,4,cloudy,very soft,no,ground,0.000,1182.720,1182.720,Other crow #2,Foraging,Other crow #2,1,10.0,10.0,NA,NA,NA,0.8
